property_id,bank_property_id,property_type,city,address,price,lot_area_sqm,floor_area_sqm,listed_on,listing_url
P000429,BAY-0075-01,Vacant Lot,Bayugan,Agusan del Sur,156000,711,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/bay-0075-01-vacant-lot-in-bayugan
P000430,10828000003990,Residential - With Improvement,Quezon City,"Lot 2, No. 20 School Street, Grace Village, Barangay Apolonio Samson, Balintawak District, Quezon City, Metro Manila",18193000,373,249,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003990
P000431,10828000003987,Residential - With Improvement,Manila City,"Unit A, Lot 10-A, S.H. Loyola corner Metrica Street, Barangay 523, Sampaloc District, Manila City, Metro Manila",8443000,47,139,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003987
P000432,10828000003980,Residential - With Improvement,General Trias,"Lot 40, Block 4, Kensington 13, General Trias, Cavite",1584000,50,60,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003980
P000433,10828000003979,Residential - House & Lot,Minglanilla,"Lot 1, Block 4, No. 9 Walnut Street, Hacienda San Agustin Subdivision, Barangay Lower Calajo-an, Minglanilla, Cebu",7019000,294,166,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003979
P000434,10828000003969,Industrial - Warehouse,Balagtas (Bigaa),"Lot 20, Pcs-03-010158, Intercity Industrial Subdivision Phase II, Barangay San Juan, Balagtas (Bigaa), Bulacan",20163000,1015,941,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003969
P000435,10828000003966,Residential - With Improvement,Pavia,"Lot 20, Block 9, Monticello Villas II, Barangay Balabag, Pavia, Iloilo",1071000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003966
P000436,10828000003947,Residential - With Improvement,General Trias,"Lot 23, Block 2, Road Lot 2, Kensington 17, Barangay Navarro, General Trias, Cavite",1600000,50,60,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003947
P000437,10828000003945,Residential - With Improvement,Quezon City,"No. 28, Unit A, Matatag Street corner Perpetual Right-of-Way, Barangay Pinyahan, Quezon City, Metro Manila",13577000,99,210,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003945
P000438,10828000003944,Residential - Condominium,Quezon City,"Unit 1507, 15th Floor, Avida Towers Vita in Vertis North Tower 2, Barangay Bagong Pag-asa, North Triangle, Quezon City, Metro Manila",5814000,0,37,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003944
P000439,10828000003935,Residential - Condominium,Pasig City,"Unit 1001, 10th Floor, Hampton Gardens Condominium Berkshire Tower I, 100 C. Raymundo Avenue, Maybunga, Pasig City, Metro Manila",1760000,0,20,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003935
P000440,10828000003932,Residential - With Improvement,Lapu-Lapu City,"Lot 24, Block 8, Along Road Lot 8, Portville Mactan Subdivision, Barangay Buaya, Lapu-Lapu City, Cebu",1659000,42,48,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003932
P000441,10828000003931,Residential - With Improvement,Lapu-Lapu City,"Lot 5, Block 8, Along Road Lot 9, Portville Mactan Subdivision, Barangay Buaya, Lapu-Lapu City, Cebu",1694000,42,48,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003931
P000442,SFR-0014-16 TO 25,Vacant Lot,Prosperidad,Agusan del Sur,4200000,12271,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/sfr-0014-16-to-25-vacant-lot-in-prosperidad
P000443,NAS-0035-01,Vacant Lot,Nasipit,Agusan del Norte,3135000,4072,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/nas-0035-01-vacant-lot-in-nasipit
P000444,SFR-0054-01 / 02,Agricultural Lot,Talacogon,Agusan del Norte,394000,19496,0,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/sfr-0054-01---02-agricultural-lot-in-talacogon
P000445,BUT-0057-01 to 13,Residential Lot,Magallanes,Agusan del Norte,2034000,3908,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/but-0057-01-to-13-residential-lot-in-magallanes
P000446,NAS-0108-01,Residential Lot,Carmen,Agusan del Norte,3362000,1910,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/nas-0108-01-residential-lot-in-carmen
P000448,NAS-0104-01,Vacant Lot,Nasipit,Agusan del Norte,604000,784,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/nas-0104-01-vacant-lot-in-nasipit
P000449,TAL-0001-01 / 02,Vacant Lot,Cebu City,Cebu,52778000,95952,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tal-0001-01---02-vacant-lot-in-cebu-city
P000450,ORM-0004-01,Residential Lot,Ormoc City,Leyte,1458000,530,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/orm-0004-01-residential-lot-in-ormoc-city
P000451,D-356-00579,Residential Lot,Sta. Barbara,Iloilo,8131000,462,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00579-residential-lot-in-sta--barbara
P000452,10828000003930,Residential - With Improvement,Minglanilla,"Lot 2, Block 7, Rue Saint Joseph Street, Fonte Versailles Subdivision Phase 1, Barangay Tulay, Minglanilla, Cebu",6437000,203,189,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003930
P000453,10828000003928,Residential - With Improvement,Minglanilla,"Lot 4, Block 6, Along Road Lot 4, Midori Plains Subdivision, Barangay Tungkop, Minglanilla, Cebu",3923000,149,52,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003928
P000454,10828000003927,Residential - Townhouse,Mandaue City,"Lot 6, Block 4, Northwoods Residences, Barangay Canduman, Mandaue City, Cebu",4674000,86,95,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003927
P000455,10828000003926,Residential - Vacant Lot,Laguindingan,"Lot 2, Block 4, Lohas Hill Homes, Sinai, Laguindingan, Misamis Oriental",2740000,274,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003926
P000456,10828000003923,Residential - Condominium,Taguig,"Unit 4H, 4th Floor, The Venice Luxury Residences Tower B (Bellini), Upper McKinley Road, McKinley Hill, Fort Bonifacio, Taguig, Metro Manila",6376000,0,41,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003923
P000457,10828000003919,Residential - With Improvement,General Trias,"Lot 209, Block 5, Brighton Phase 1, Barangay Pasong Camachile 1, General Trias, Cavite",2364000,96,70,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003919
P000458,10828000003913,Residential - With Improvement,General Trias,"Lot 15, Block 4, Crysdale Street, Kensington Place Phase 21, Lancaster New City, Barangay Navarro, General Trias, Cavite",1443000,50,50,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003913
P000459,10828000003912,Residential - With Improvement,Quezon City,"Lot 11, Block 6, MapleWood Estate, Barangay Pasong Tamo, Quezon City, Metro Manila",3049000,32,96,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003912
P000460,10828000003907,Residential - With Improvement,San Pedro,"Lot 11, Block 2, Bel Air Street corner Wack-wack Street, Console Village XII, Barangay San Vicente, San Pedro, Laguna",6385000,147,312,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003907
P000461,10828000003903,Residential - With Improvement,Pavia,"Lot 2, Block 1, Avon Valley Street, PARC Regency Residences I, Barangay Ungka, Pavia, Iloilo",2123000,115,52,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003903
P000462,10828000003901,Residential - With Improvement,Pavia,"Lot 27, Block 6, Phase 1, Monticello Villas, Barangay Balabag, Pavia, Iloilo",1094000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003901
P000463,10828000003900,Industrial - With Improvement - Bundle,Bacolod City,"Lot 5-G-1, Unnamed Road, Purok Guanzon, Barangay Mansilingan, Bacolod City, Negros Occidental",2800075.28,1000,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003900
P000464,MAN-0006-01,Vacant Lot,Madridejos,Cebu,14148000,25448,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/man-0006-01-vacant-lot-in-madridejos
P000465,ORM-0011-01,Agricultural Lot,Ormoc City,Leyte,394000,617,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/orm-0011-01-agricultural-lot-in-ormoc-city
P000466,SCB-002,Residential Lot,Banilad,Cebu,97763000,1975,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/scb-002-residential-lot-in-banilad
P000467,D-356-00487,Residential House & Lot,Cabanatuan City,Nueva Ecija,2057000,100,114,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00487-residential-house---lot-in-cabanatuan-city
P000468,C-0107,Residential Lot,Cebu City,Cebu,21538000,890,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/c-0107-residential-lot-in-cebu-city
P000469,C-0106,Residential Lot,Cebu City,Cebu,13976000,385,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/c-0106-residential-lot-in-cebu-city
P000470,BAC-0005-02,Vacant Lot,Taculing,,1925000,2500,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/bac-0005-02-vacant-lot-in-taculing
P000471,D-356-0015,Residential Lot,Bakekang Central,Baguio,919000,464,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-0015-residential-lot-in-sto--tomas
P000472,D-356-00570,Residential Townhouse,Cainta,Rizal,4745000,33,100,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00570-residential-townhouse-in-cainta
P000473,BAC-0005-01,Residential House & Lot,,,4131000,470,473,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/bac-0005-01-residential-house---lot-in-singcang-airport
P000474,10828000003899,Industrial - With Improvement,Bacolod City,"Lot 5-G-2, Unnamed Road, Purok Guanzon, Barangay Mansilingan, Bacolod City, Negros Occidental",5435924.72,1000,288,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003899
P000475,10828000003897,Residential - With Improvement,Lapu-Lapu City,"Lot 33, Block 1, Dead - end of Hito Lane, Villa del Rio, Mactan Subdivision, Barangay Babag 1, Lapu-Lapu City, Cebu",7188000,120,296,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003897
P000476,10828000003896,Residential - House & Lot,Cabanatuan City,"Lot 15, Block 1, Camella Homes Cabanatuan City, Barangay Mabini Homesite, Cabanatuan City, Nueva Ecija",6378000,150,150,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003896
P000477,10828000003893,Residential - Condominium,Quezon City,"Unit 10T (T), 10th Floor, Escalades East Tower, 20th Avenue, Barangay San Roque, Cubao, Quezon City, Metro Manila",3488000,0,32,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003893
P000478,10828000003892,Residential - With Improvement,Cordova,"Lot 5, Block 16, Along Road Lot 24, Ajoya Subdivision, Barangay Gabi, Cordova, Cebu",2788000,80,44,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003892
P000479,10828000003891,Residential - With Improvement,Pavia,"Lot 74, Block 13, Phase 1, Monticello Villas, Barangay Balabag, Pavia, Iloilo",993000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003891
P000480,10828000003887,Residential - Vacant Lot,Panay,"Lot 3226-E-2-B-1, Barangay Pawa, Panay, Capiz",146000,252,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003887
P000481,10828000003881,Residential - Condominium,Muntinlupa City,"Unit 7009B, 7th Floor, West Parc Condominium Alder Building, Filinvest Corporate City, Alabang, Muntinlupa City, Metro Manila",3879000,0,37,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003881
P000482,10828000003874,Residential - With Improvement,Binangonan,"Lot 34, Block 2, Phase II-A, Saint Monique Valais Subdivision, Barangays Pantok and Kalawaan, Binangonan, Rizal",882000,66,63,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003874
P000483,10828000003873,Residential - With Improvement,Binangonan,"Lot 9, Block 5, Phase I-G, Saint Monique Valais Subdivision, Barangays Pantok and Kalawaan, Binangonan, Rizal",1454000,154,90,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003873
P000484,10828000003855,Residential - Vacant Lot,Binangonan,"Lot 13, Block 5, Phase I-G, Saint Monique Valais Subdivision, Barangays Pantok and Kalawaan, Binangonan, Rizal",1078000,154,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003855
P000485,10828000003852,Residential - Condominium,Cebu City,"Unit 11U, 11th Floor, Sundance Residences - Tower 1, Barangay Guadalupe, Cebu City, Cebu",3775000,0,32,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003852
P000486,D-356-0033,Residential Lot,Bakekang Central,Baguio,891000,450,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-0033-residential-lot-in-bakekang-central
P000487,D-356-00421,Residential House & Lot,Lubao,Pampanga,8608000,1307,274,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00421-residential-house---lot-in-lubao
P000488,D-356-00426,Residential Condominium,Antipolo,Rizal,4407000,1,51,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00426-residential-condominium-in-antipolo
P000489,D-356-00637,Residential Townhouse,Antipolo,Rizal,8565000,100,179,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00637-residential-townhouse-in-antipolo
P000490,D-356-00393,Residential Townhouse,Antipolo,Rizal,4702000,166,110,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00393-residential-townhouse-in-antipolo
P000491,C-0105,Commercial Lot,San Carlos,Pangasinan,26958000,5106,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/c-0105-commercial-lot-in-san-carlos
P000492,D-356-00537,Residential House & Lot,Calamba City,Laguna,2241000,62,124,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00537-residential-house---lot-in-calamba-city
P000493,C-0096,Commercial Building,San Carlos,Pangasinan,6691000,1603,883,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/c-0096-commercial-building-in-san-carlos
P000494,D-356-00422,Residential House & Lot,Florida Blanca,Pampanga,3131000,542,413,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00422-residential-house---lot-in-florida-blanca
P000495,LUC-0002-03,Agricultural Lot,,,900000,14613,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/luc-0002-03-agricultural-lot-in-pagbilao
P000496,10828000003837,Residential - Condominium - Parking Slot,Makati City,"Parking P - 544, 5th Floor, Oriental Garden Makati Condominium Lotus Tower, Don Chino Roces corner Urban Avenue, Barangay Pio Del Pilar, Makati City, Metro Manila",929999.72,0,13,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003837
P000497,10828000003836,Residential - Condominium,Makati City,"Unit O, 19th Floor, Oriental Garden Makati Condominium Lotus Tower, Don Chino Roces corner Urban Avenue, Barangay Pio Del Pilar, Makati City, Metro Manila",3597000.28,0,33,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003836
P000498,10828000003829,Residential - With Improvement,Binangonan,"Lot 16, Block 14, Phase II-C-2, St. Monique Valais Subdivision, Barangays Pantok & Kalawaan, Binangonan, Rizal",763000,66,69,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003829
P000499,10828000003816,Residential - With Improvement,Pavia,"Lot 6, Block 14, Monticello Villas-1, Barangay Balabag, Pavia, Iloilo",1323000,68,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003816
P000500,10828000003815,Residential - Condominium,Makati City,"Unit No. 2 (Unit 5502), 55th Floor, The Gramercy Residences, Salamanca Street, Century City, Barangay Poblacion, Makati City, Metro Manila",9787000,0,54,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003815
P000501,10828000003810,Residential - Condominium,Cebu City,"Unit No. U3301, 3rd Floor, San Remo Oasis - Building 3, South Road Properties, Cebu City, Cebu",3651000,0,30,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003810
P000502,10828000003809,Residential - Condominium,Manila City,"Unit 8N, 8th Floor, Peninsula Garden Midtown Homes Mahogany Tower, Peñafrancia Street, Barangay 831, Paco, Manila City, Metro Manila",4366000,0,37,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003809
P000503,10828000003808,Residential - With Improvement,Imus,"Lot 14, Block 5, Dandelion Street, Lancaster Residences Phase 5, Barangay Alapan 2-A, Imus, Cavite",1128000,40,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003808
P000504,10828000003802,Residential - Vacant Lot,General Santos City (Dadiangas,"Lot 39--E-3-H, corner Fernandez Street and Block 1, Fernandez Village, Purok Malambuon, Barangay Calumpang, General Santos City (Dadiangas, South Cotabato",10525000,4576,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003802
P000505,10828000003768,Residential - Condominium,Quezon City,"Unit 33A, 33rd floor , One Eastwood Avenue Tower 1, Eastwood Avenue, Eastwood City, Barangay Bagumbayan, Quezon City, Metro Manila",4277000,0,32,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003768
P000506,10828000003765,Residential - With Improvement,Paranaque City,"Block 6, Lot 23F (No. 5B), N. Lopez Avenue, Lopez Village Phase 1-B, Barangay San Isidro, Paranaque City, Metro Manila",4922000,74,132,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003765
P000507,10828000003764,Residential - With Improvement,Paranaque City,"Lot 1-B, Meliton Espiritu Avenue corner Road 4, Barangay San Antonio, Paranaque City, Metro Manila",8601000,165,253,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003764
P000508,D-356-0106,Residential House & Lot,Cabanatuan City,Nueva Ecija,1059000,117,148,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-0106-residential-house---lot-in-cabanatuan-city
P000509,D-356-00476,Residential House & Lot,Cabanatuan City,Nueva Ecija,2551000,100,159,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00476-residential-house---lot-in-cabanatuan-city
